Customer_ID,Customer_Name,Segment,Region,recency_days,total_orders,total_revenue,R_score,F_score,M_score,RFM_score,RFM_Segment
GZ-14470,Gary Zandusky,Consumer,Central,7,9,502817,5,5,2,552,Needs Attention
GZ-14545,George Zrebassa,Corporate,East,157,4,570256,2,1,2,212,Lost / Hibernating
HA-14905,Helen Abelman,Consumer,East,69,7,1309713,3,4,4,344,Loyal
HA-14920,Helen Andreada,Consumer,West,20,8,1456116,5,4,4,544,Champions
HD-14785,Harold Dahlen,Home Office,East,768,3,64556,1,1,1,111,Lost / Hibernating
HE-14800,Harold Engle,Corporate,Central,12,3,203636,5,1,1,511,New / Promising
HF-14995,Herbert Flentye,Consumer,Central,21,7,1476105,5,4,4,544,Champions
HG-14845,Harry Greene,Consumer,South,54,5,672876,3,2,3,323,Needs Attention
HG-14965,Henry Goldwyn,Corporate,West,23,12,481915,5,5,2,552,Needs Attention
HG-15025,Hunter Glantz,Consumer,Central,6,7,721454,5,4,3,543,Loyal
HH-15010,Hilary Holden,Corporate,West,72,2,40963,3,1,1,311,Needs Attention
HJ-14875,Heather Jas,Home Office,South,126,5,108683,2,2,1,221,Lost / Hibernating
HK-14890,Heather Kirkland,Corporate,South,151,8,1055187,2,4,3,243,At-Risk
HL-15040,Hunter Lopez,Consumer,Central,43,6,1297939,4,3,4,434,Loyal
HM-14860,Harry Marie,Corporate,East,2,10,10803077,5,5,5,555,Champions
HM-14980,Henry MacAllister,Consumer,East,247,4,157090,1,1,1,111,Lost / Hibernating
HP-14815,Harold Pawlan,Home Office,Central,30,7,368577,4,4,2,442,Needs Attention
HR-14770,Hallie Redmond,Home Office,West,13,4,254716,5,1,2,512,New / Promising
HR-14830,Harold Ryan,Corporate,West,159,7,1145669,2,4,4,244,At-Risk High Value
HW-14935,Helen Wasserman,Corporate,West,117,7,1348615,2,4,4,244,At-Risk High Value
HZ-14950,Henia Zydlo,Consumer,East,35,5,197192,4,2,1,421,New / Promising
IG-15085,Ivan Gibson,Consumer,West,71,4,75667,3,1,1,311,Needs Attention
IL-15100,Ivan Liston,Consumer,West,142,7,645703,2,4,3,243,At-Risk
IM-15055,Ionia McGrath,Consumer,West,409,2,4840,1,1,1,111,Lost / Hibernating
IM-15070,Irene Maddox,Consumer,West,390,7,1046056,1,4,3,143,At-Risk
JA-15970,Joseph Airdo,Consumer,West,92,8,5892022,3,4,5,345,Loyal
JB-15400,Jennifer Braxton,Corporate,Central,7,10,948881,5,5,3,553,Loyal
JB-15925,Joni Blumstein,Consumer,East,736,3,675318,1,1,3,113,Lost / Hibernating
JB-16000,Joy Bell-,Consumer,Central,43,7,3309431,4,4,5,445,Champions
JB-16045,Julia Barnett,Home Office,South,7,5,324590,5,2,2,522,New / Promising
JC-15340,Jasper Cacioppo,Consumer,West,114,4,19261,2,1,1,211,Lost / Hibernating
JC-15385,Jenna Caffey,Consumer,West,175,1,121712,2,1,1,211,Lost / Hibernating
JC-15775,John Castell,Consumer,Central,158,9,2135197,2,5,5,255,At-Risk High Value
JC-16105,Julie Creighton,Corporate,South,57,5,527412,3,2,2,322,Needs Attention
JD-15790,John Dryer,Consumer,Central,117,5,1935380,2,2,4,224,Lost / Hibernating
JD-15895,Jonathan Doherty,Corporate,East,394,11,1486355,1,5,4,154,At-Risk High Value
JD-16015,Joy Daniels,Consumer,Central,112,6,137930,2,3,1,231,At-Risk
JD-16060,Julia Dunbar,Consumer,West,300,3,165828,1,1,1,111,Lost / Hibernating
JD-16150,Justin Deggeller,Corporate,Central,41,8,5833897,4,4,5,445,Champions
JE-15475,Jeremy Ellison,Consumer,East,193,6,235827,2,3,1,231,At-Risk
JE-15610,Jim Epp,Corporate,Central,48,7,3194847,4,4,5,445,Champions
JE-15715,Joe Elijah,Consumer,West,46,10,5503680,4,5,5,455,Champions
JE-15745,Joel Eaton,Consumer,South,51,13,2118507,4,5,5,455,Champions
JE-16165,Justin Ellison,Corporate,Central,20,3,288560,5,1,2,512,New / Promising
JF-15190,Jamie Frazer,Consumer,West,65,6,960508,3,3,3,333,Loyal
JF-15295,Jason Fortune-,Consumer,West,225,5,518210,2,2,2,222,Lost / Hibernating
JF-15355,Jay Fein,Consumer,Central,105,6,1402642,2,3,4,234,At-Risk
JF-15415,Jennifer Ferguson,Consumer,East,2,5,420692,5,2,2,522,New / Promising
JF-15490,Jeremy Farry,Consumer,West,121,10,637708,2,5,3,253,At-Risk
JF-15565,Jill Fjeld,Consumer,Central,54,8,2387613,3,4,5,345,Loyal
JG-15115,Jack Garza,Consumer,West,757,3,652330,1,1,3,113,Lost / Hibernating
JG-15160,James Galang,Consumer,West,1,11,2280527,5,5,5,555,Champions
JG-15310,Jason Gross,Corporate,East,2,6,757911,5,3,3,533,Loyal
JG-15805,John Grady,Corporate,East,223,6,239233,2,3,1,231,At-Risk
JH-15430,Jennifer Halladay,Consumer,South,5,4,168422,5,1,1,511,New / Promising
JH-15820,John Huston,Consumer,East,174,6,243151,2,3,1,231,At-Risk
JH-15910,Jonathan Howell,Consumer,West,41,7,669884,4,4,3,443,Loyal
JH-15985,Joseph Holt,Consumer,Central,29,6,6612153,4,3,5,435,Loyal
JH-16180,Justin Hirsh,Consumer,West,404,4,2256394,1,1,5,115,Lost / Hibernating
JJ-15445,Jennifer Jackson,Consumer,West,483,5,105368,1,2,1,121,Lost / Hibernating
JJ-15760,Joel Jenkins,Home Office,South,752,2,15342,1,1,1,111,Lost / Hibernating
JK-15205,Jamie Kunitz,Consumer,West,61,4,692856,3,1,3,313,Needs Attention
JK-15325,Jason Klamczynski,Corporate,Central,287,3,39850,1,1,1,111,Lost / Hibernating
JK-15370,Jay Kimmel,Consumer,West,44,7,1684109,4,4,4,444,Champions
JK-15625,Jim Karlsson,Consumer,West,61,7,1335707,3,4,4,344,Loyal
JK-15640,Jim Kriz,Home Office,East,180,9,238483,2,5,1,251,At-Risk
JK-15730,Joe Kamberova,Consumer,South,84,9,1818098,3,5,4,354,Loyal
JK-16090,Juliana Krohn,Consumer,Central,28,3,710006,4,1,3,413,New / Promising
JK-16120,Julie Kriz,Home Office,Central,117,10,756185,2,5,3,253,At-Risk
JL-15130,Jack Lebron,Consumer,Central,8,6,1088416,5,3,3,533,Loyal
JL-15175,James Lanier,Home Office,South,6,5,1442355,5,2,4,524,New / Promising
JL-15235,Janet Lee,Consumer,Central,119,5,1716494,2,2,4,224,Lost / Hibernating
JL-15505,Jeremy Lonsdale,Consumer,East,49,6,799611,4,3,3,433,Loyal
JL-15835,John Lee,Consumer,West,21,10,5735413,5,5,5,555,Champions
JL-15850,John Lucas,Consumer,East,614,6,1309268,1,3,4,134,At-Risk
JM-15250,Janet Martin,Consumer,South,37,6,1343759,4,3,4,434,Loyal
JM-15265,Janet Molinari,Corporate,East,37,5,333960,4,2,2,422,New / Promising
JM-15535,Jessica Myrick,Consumer,East,102,7,614248,3,4,2,342,Needs Attention
JM-15580,Jill Matthias,Consumer,South,0,5,213057,5,2,1,521,New / Promising
JM-15655,Jim Mitchum,Corporate,East,8,5,638732,5,2,3,523,New / Promising
JM-15865,John Murray,Consumer,East,109,7,1332429,2,4,4,244,At-Risk High Value
JM-16195,Justin MacKendrick,Consumer,West,57,10,322170,3,5,2,352,Needs Attention
JO-15145,Jack O'Briant,Corporate,East,57,9,1261044,3,5,4,354,Loyal
JO-15280,Jas O'Carroll,Consumer,West,92,6,635194,3,3,2,332,Needs Attention
JO-15550,Jesus Ocampo,Home Office,East,215,5,988121,2,2,3,223,Lost / Hibernating
JP-15460,Jennifer Patt,Corporate,East,37,7,308407,4,4,2,442,Needs Attention
JP-15520,Jeremy Pistek,Consumer,West,8,7,1199843,5,4,4,544,Champions
JP-16135,Julie Prescott,Home Office,South,102,9,647429,3,5,3,353,Loyal
JR-15670,Jim Radford,Consumer,East,593,2,646718,1,1,3,113,Lost / Hibernating
JR-15700,Jocasta Rupert,Consumer,South,68,1,86388,3,1,1,311,Needs Attention
JR-16210,Justin Ritter,Corporate,East,33,5,856033,4,2,3,423,New / Promising
JS-15595,Jill Stevenson,Corporate,West,119,4,197965,2,1,1,211,Lost / Hibernating
JS-15685,Jim Sink,Corporate,West,42,3,891241,4,1,3,413,New / Promising
JS-15880,John Stevenson,Consumer,West,534,5,730692,1,2,3,123,Lost / Hibernating
JS-15940,Joni Sundaresam,Home Office,Central,463,5,414989,1,2,2,122,Lost / Hibernating
JS-16030,Joy Smith,Consumer,Central,28,6,889672,4,3,3,433,Loyal
JW-15220,Jane Waco,Corporate,West,42,6,2330453,4,3,5,435,Loyal
JW-15955,Joni Wasserman,Consumer,West,5,6,121077,5,3,1,531,Needs Attention
JW-16075,Julia West,Consumer,East,461,4,476531,1,1,2,112,Lost / Hibernating
KA-16525,Kelly Andreada,Consumer,West,36,7,604035,4,4,2,442,Needs Attention
KB-16240,Karen Bern,Corporate,West,4,7,366890,5,4,2,542,Needs Attention
KB-16315,Karl Braun,Consumer,Central,296,9,1251836,1,5,4,154,At-Risk High Value
KB-16405,Katrina Bavinger,Home Office,West,117,3,337303,2,1,2,212,Lost / Hibernating
KB-16585,Ken Black,Corporate,Central,230,12,1493274,1,5,4,154,At-Risk High Value
KB-16600,Ken Brennan,Corporate,Central,1,7,90132,5,4,1,541,Needs Attention
KC-16255,Karen Carlisle,Corporate,West,407,6,230702,1,3,1,131,At-Risk
KC-16540,Kelly Collister,Consumer,West,97,4,485643,3,1,2,312,Needs Attention
KC-16675,Kimberly Carter,Corporate,West,57,4,798245,3,1,3,313,Needs Attention
KD-16270,Karen Daniels,Consumer,South,484,5,2035440,1,2,5,125,Lost / Hibernating
KD-16345,Katherine Ducich,Consumer,West,41,6,966743,4,3,3,433,Loyal
KD-16495,Keith Dawkins,Corporate,East,112,12,1738372,2,5,4,254,At-Risk High Value
KD-16615,Ken Dana,Corporate,West,289,4,483735,1,2,2,122,Lost / Hibernating
KE-16420,Katrina Edelman,Corporate,South,26,7,2602565,5,4,5,545,Champions
KF-16285,Karen Ferguson,Home Office,West,97,7,7169857,3,4,5,345,Loyal
KH-16330,Katharine Harms,Corporate,South,40,8,1741914,4,4,4,444,Champions
KH-16360,Katherine Hughes,Consumer,East,1,6,1425379,5,3,4,534,Loyal
KH-16510,Keith Herrera,Consumer,West,22,6,3843992,5,3,5,535,Loyal
KH-16630,Ken Heidel,Corporate,Central,58,9,681351,3,5,3,353,Loyal
KH-16690,Kristen Hastings,Corporate,West,2,7,861258,5,4,3,543,Loyal
KL-16555,Kelly Lampkin,Corporate,West,16,8,3512957,5,4,5,545,Champions
KL-16645,Ken Lonsdale,Consumer,Central,47,12,3566569,4,5,5,455,Champions
KM-16225,Kalyca Meade,Corporate,East,14,6,224114,5,3,1,531,Needs Attention
KM-16375,Katherine Murray,Home Office,South,56,8,2036476,3,4,5,345,Loyal
KM-16660,Khloe Miller,Consumer,South,15,5,238132,5,2,1,521,New / Promising
KM-16720,Kunst Miller,Consumer,West,28,8,2602880,4,4,5,445,Champions
KN-16390,Katherine Nockton,Corporate,West,19,8,1624425,5,4,4,544,Champions
KN-16450,Kean Nguyen,Corporate,South,52,5,1893376,4,2,4,424,New / Promising
KN-16705,Kristina Nunn,Home Office,West,98,7,324609,3,4,2,342,Needs Attention
KS-16300,Karen Seio,Corporate,West,295,3,79634,1,1,1,111,Lost / Hibernating
KT-16465,Kean Takahito,Consumer,West,391,7,1488787,1,4,4,144,At-Risk High Value
KT-16480,Kean Thornton,Consumer,East,100,10,3768075,3,5,5,355,Loyal
KW-16435,Katrina Willman,Consumer,East,96,5,603625,3,2,2,322,Needs Attention
KW-16570,Kelly Williams,Consumer,South,770,4,95063,1,2,1,121,Lost / Hibernating
LA-16780,Laura Armstrong,Corporate,Central,154,11,1917966,2,5,4,254,At-Risk High Value
LB-16735,Larry Blacks,Consumer,Central,48,3,6808,4,1,1,411,New / Promising
LB-16795,Laurel Beltran,Home Office,Central,152,8,1670571,2,4,4,244,At-Risk High Value
LC-16870,Lena Cacioppo,Consumer,West,27,8,995246,4,4,3,443,Loyal
LC-16885,Lena Creighton,Consumer,West,16,12,6519703,5,5,5,555,Champions
LC-16930,Linda Cazamias,Corporate,Central,41,8,2037827,4,4,5,445,Champions
LC-16960,Lindsay Castell,Home Office,South,436,4,3130571,1,2,5,125,Lost / Hibernating
LC-17050,Liz Carlisle,Consumer,West,54,5,941624,3,2,3,323,Needs Attention
LC-17140,Logan Currie,Consumer,Central,13,9,642449,5,5,3,553,Loyal
LD-16855,Lela Donovan,Corporate,Central,552,1,5304,1,1,1,111,Lost / Hibernating
LD-17005,Lisa DeCherney,Consumer,West,414,4,246318,1,2,2,122,Lost / Hibernating
LE-16810,Laurel Elliston,Consumer,West,21,6,729875,5,3,3,533,Loyal
LF-17185,Luke Foster,Consumer,South,22,7,3095669,5,4,5,545,Champions
LH-16750,Larry Hughes,Consumer,South,151,3,36749,2,1,1,211,Lost / Hibernating
LH-16900,Lena Hernandez,Consumer,East,21,9,723410,5,5,3,553,Loyal
LH-17020,Lisa Hazard,Consumer,East,239,4,264662,1,2,2,122,Lost / Hibernating
LH-17155,Logan Haushalter,Consumer,West,385,9,745180,1,5,3,153,At-Risk
LL-16840,Lauren Leatherbury,Consumer,East,249,5,311465,1,2,2,122,Lost / Hibernating
LM-17065,Liz MacKendrick,Consumer,East,391,5,703193,1,2,3,123,Lost / Hibernating
LO-17170,Lori Olson,Corporate,West,2,5,170950,5,2,1,521,New / Promising
LP-17080,Liz Pelletier,Consumer,West,40,4,609141,4,2,2,422,New / Promising
LP-17095,Liz Preis,Consumer,South,9,6,2321511,5,3,5,535,Loyal
LR-16915,Lena Radford,Consumer,West,26,6,3503335,5,3,5,535,Loyal
LR-17035,Lisa Ryan,Corporate,East,132,5,1403170,2,2,4,224,Lost / Hibernating
LS-16945,Linda Southworth,Corporate,East,178,6,2450044,2,3,5,235,At-Risk
LS-16975,Lindsay Shagiari,Home Office,West,20,9,809504,5,5,3,553,Loyal
LS-17200,Luke Schmidt,Corporate,Central,96,6,192003,3,3,1,331,Needs Attention
LS-17230,Lycoris Saunders,Consumer,East,776,3,264894,1,1,2,112,Lost / Hibernating
LS-17245,Lynn Smith,Consumer,Central,34,6,328681,4,3,2,432,Needs Attention
LT-16765,Larry Tron,Consumer,West,26,3,281330,5,1,2,512,New / Promising
LT-17110,Liz Thompson,Consumer,West,34,8,1889714,4,4,4,444,Champions
LW-16825,Laurel Workman,Corporate,South,88,5,271561,3,2,2,322,Needs Attention
LW-16990,Lindsay Williams,Corporate,West,33,6,981982,4,3,3,433,Loyal
LW-17125,Liz Willingham,Consumer,East,205,3,57792,2,1,1,211,Lost / Hibernating
LW-17215,Luke Weiss,Consumer,West,21,7,4237518,5,4,5,545,Champions
MA-17560,Matt Abelman,Home Office,Central,64,11,2344937,3,5,5,355,Loyal
MA-17995,Michelle Arnett,Home Office,East,186,6,1837756,2,3,4,234,At-Risk
MB-17305,Maria Bertelson,Consumer,East,48,10,1089090,4,5,3,453,Loyal
MB-18085,Mick Brown,Consumer,East,44,7,1035885,4,4,3,443,Loyal
MC-17275,Marc Crier,Consumer,South,76,8,454040,3,4,2,342,Needs Attention
MC-17425,Mark Cousins,Corporate,South,399,5,798829,1,2,3,123,Lost / Hibernating
MC-17575,Matt Collins,Consumer,East,27,8,722781,4,4,3,443,Loyal
MC-17590,Matt Collister,Corporate,East,51,6,1364832,4,3,4,434,Loyal
MC-17605,Matt Connell,Corporate,Central,112,8,1471619,2,4,4,244,At-Risk High Value
MC-17635,Matthew Clasen,Corporate,Central,189,4,281578,2,2,2,222,Lost / Hibernating
MC-17845,Michael Chen,Consumer,South,1,7,937756,5,4,3,543,Loyal
MC-18100,Mick Crebagga,Consumer,Central,41,10,470334,4,5,2,452,Needs Attention
MC-18130,Mike Caudle,Corporate,South,369,5,1373135,1,2,4,124,Lost / Hibernating
MD-17350,Maribeth Dona,Consumer,South,117,6,2541758,2,3,5,235,At-Risk
MD-17860,Michael Dominguez,Corporate,Central,36,5,160883,4,2,1,421,New / Promising
ME-17320,Maria Etezadi,Home Office,South,42,10,5499744,4,5,5,455,Champions
ME-17725,Max Engle,Consumer,West,28,8,4718489,4,4,5,445,Champions
ME-18010,Michelle Ellison,Corporate,West,92,4,1158736,3,2,4,324,Needs Attention
MF-17665,Maureen Fritzler,Corporate,East,421,5,649102,1,2,3,123,Lost / Hibernating
MF-18250,Monica Federle,Corporate,West,7,5,543174,5,2,2,522,New / Promising
MG-17650,Matthew Grinstein,Home Office,East,29,7,1901171,4,4,4,444,Champions
MG-17680,Maureen Gastineau,Home Office,East,92,4,2024622,3,2,5,325,Needs Attention
MG-17695,Maureen Gnade,Consumer,East,555,3,590629,1,1,2,112,Lost / Hibernating
MG-17875,Michael Grace,Home Office,East,116,5,980843,2,2,3,223,Lost / Hibernating
MG-17890,Michael Granlund,Home Office,East,99,9,346967,3,5,2,352,Needs Attention
MG-18145,Mike Gockenbach,Consumer,East,84,4,1985296,3,2,5,325,Needs Attention
MG-18205,Mitch Gastineau,Corporate,South,264,1,5651,1,1,1,111,Lost / Hibernating
MH-17290,Marc Harrigan,Home Office,West,294,5,911412,1,2,3,123,Lost / Hibernating
MH-17440,Mark Haberlin,Corporate,East,376,4,63029,1,2,1,121,Lost / Hibernating
MH-17455,Mark Hamilton,Consumer,South,170,7,593807,2,4,2,242,At-Risk
MH-17620,Matt Hagelstein,Corporate,West,155,4,37296,2,2,1,221,Lost / Hibernating
MH-17785,Maya Herman,Corporate,East,98,7,288659,3,4,2,342,Needs Attention
MH-18025,Michelle Huthwaite,Consumer,West,49,5,799568,4,2,3,423,New / Promising
MH-18115,Mick Hernandez,Home Office,East,5,9,2729158,5,5,5,555,Champions
MJ-17740,Max Jones,Consumer,West,22,7,472339,5,4,2,542,Needs Attention
MK-17905,Michael Kennedy,Corporate,East,28,8,789621,4,4,3,443,Loyal
MK-18160,Mike Kennedy,Consumer,South,240,4,82273,1,2,1,121,Lost / Hibernating
ML-17395,Marina Lichtenstein,Corporate,West,69,9,787330,3,5,3,353,Loyal
ML-17410,Maris LaWare,Consumer,East,54,5,817798,3,2,3,323,Needs Attention
ML-17755,Max Ludwig,Home Office,South,29,7,1192803,4,4,4,444,Champions
ML-18040,Michelle Lonsdale,Corporate,West,79,3,87188,3,1,1,311,Needs Attention
ML-18265,Muhammed Lee,Consumer,West,100,2,25468,3,1,1,311,Needs Attention
MM-17260,Magdelene Morse,Consumer,East,168,4,1112216,2,2,3,223,Lost / Hibernating
MM-17920,Michael Moore,Consumer,West,7,10,1390634,5,5,4,554,Champions
MM-18055,Michelle Moray,Consumer,West,61,8,2317881,3,4,5,345,Loyal
MM-18280,Muhammed MacIntyre,Corporate,Central,85,9,640792,3,5,3,353,Loyal
MN-17935,Michael Nguyen,Consumer,Central,34,6,1433100,4,3,4,434,Loyal
MO-17500,Mary O'Rourke,Consumer,East,72,4,893813,3,2,3,323,Needs Attention
MO-17800,Meg O'Connel,Home Office,East,104,8,731119,3,4,3,343,Loyal
MO-17950,Michael Oakman,Consumer,Central,180,2,85204,2,1,1,211,Lost / Hibernating
MP-17470,Mark Packer,Home Office,East,718,6,2037632,1,3,5,135,At-Risk
MP-17965,Michael Paige,Corporate,East,72,9,916406,3,5,3,353,Loyal
MP-18175,Mike Pelletier,Home Office,West,16,8,1524442,5,4,4,544,Champions
MR-17545,Mathew Reese,Home Office,East,125,4,97225,2,2,1,221,Lost / Hibernating
MS-17365,Maribeth Schnelling,Consumer,Central,273,10,4432686,1,5,5,155,At-Risk High Value
MS-17530,MaryBeth Skach,Consumer,West,434,4,66822,1,2,1,121,Lost / Hibernating
MS-17710,Maurice Satty,Consumer,West,413,6,696356,1,3,3,133,At-Risk
MS-17770,Maxwell Schwartz,Consumer,East,121,9,1293513,2,5,4,254,At-Risk High Value
MS-17830,Melanie Seite,Consumer,Central,452,4,267532,1,2,2,122,Lost / Hibernating
MS-17980,Michael Stewart,Corporate,Central,26,6,411299,5,3,2,532,Needs Attention
MT-17815,Meg Tillman,Consumer,West,49,6,269420,4,3,2,432,Needs Attention
MT-18070,Michelle Tran,Home Office,West,203,4,3603423,2,2,5,225,Lost / Hibernating
MV-17485,Mark Van Huff,Consumer,South,27,9,912527,4,5,3,453,Loyal
MV-18190,Mike Vittorini,Consumer,East,19,7,1164667,5,4,4,544,Champions
MW-18220,Mitch Webber,Consumer,East,17,7,2759341,5,4,5,545,Champions
MW-18235,Mitch Willingham,Corporate,South,44,2,2253366,4,1,5,415,New / Promising
MY-17380,Maribeth Yedwab,Corporate,West,29,7,1254970,4,4,4,444,Champions
MY-18295,Muhammed Yedwab,Corporate,Central,71,10,2056796,3,5,5,355,Loyal
MZ-17335,Maria Zettner,Home Office,West,30,4,212744,4,2,1,421,New / Promising
MZ-17515,Mary Zewe,Corporate,West,282,6,2126633,1,3,5,135,At-Risk
NB-18580,Nicole Brennan,Corporate,East,1165,2,156944,1,1,1,111,Lost / Hibernating
NB-18655,Nona Balk,Corporate,Central,19,9,1545243,5,5,4,554,Champions
NC-18340,Nat Carroll,Consumer,Central,224,5,824700,2,2,3,223,Lost / Hibernating
NC-18415,Nathan Cano,Consumer,South,41,6,2091694,4,3,5,435,Loyal
NC-18535,Nick Crebassa,Corporate,Central,6,7,6435997,5,4,5,545,Champions
NC-18625,Noah Childs,Corporate,West,204,5,425815,2,2,2,222,Lost / Hibernating
ND-18370,Natalie DeCherney,Consumer,South,27,9,1299448,4,5,4,454,Champions
ND-18460,Neil Ducich,Corporate,South,183,6,354384,2,3,2,232,At-Risk
NF-18385,Natalie Fritzler,Consumer,South,79,6,3967141,3,3,5,335,Loyal
NF-18475,Neil Französisch,Home Office,Central,525,4,129941,1,2,1,121,Lost / Hibernating
NF-18595,Nicole Fjeld,Home Office,East,114,7,1230733,2,4,4,244,At-Risk High Value
NG-18355,Nat Gilpin,Corporate,East,48,5,718057,4,2,3,423,New / Promising
NG-18430,Nathan Gelder,Consumer,East,48,5,857189,4,2,3,423,New / Promising
NH-18610,Nicole Hansen,Corporate,Central,189,6,203884,2,3,1,231,At-Risk
NK-18490,Neil Knudson,Home Office,West,70,7,166319,3,4,1,341,Needs Attention
NL-18310,Nancy Lomonaco,Home Office,West,58,4,775265,3,2,3,323,Needs Attention
NM-18445,Nathan Mautz,Home Office,East,160,7,745676,2,4,3,243,At-Risk
NM-18520,Neoma Murray,Consumer,West,244,10,261800,1,5,2,152,At-Risk
NP-18325,Naresj Patel,Consumer,South,25,6,2287361,5,3,5,535,Loyal
NP-18670,Nora Paige,Consumer,Central,58,5,233675,3,2,1,321,Needs Attention
NP-18685,Nora Pelletier,Home Office,East,406,5,229297,1,2,1,121,Lost / Hibernating
NP-18700,Nora Preis,Consumer,West,138,7,7957259,2,4,5,245,At-Risk High Value
NR-18550,Nick Radford,Consumer,Central,210,5,1241359,2,2,4,224,Lost / Hibernating
NS-18505,Neola Schneider,Consumer,Central,6,4,1643247,5,2,4,524,New / Promising
NS-18640,Noel Staavos,Corporate,Central,174,12,865756,2,5,3,253,At-Risk
NW-18400,Natalie Webber,Consumer,West,172,7,4338750,2,4,5,245,At-Risk High Value
NZ-18565,Nick Zandusky,Home Office,East,85,9,1197098,3,5,4,354,Loyal
ON-18715,Odella Nelson,Corporate,Central,410,9,882422,1,5,3,153,At-Risk
OT-18730,Olvera Toch,Consumer,West,65,5,1609871,3,2,4,324,Needs Attention
PA-19060,Pete Armstrong,Home Office,Central,103,6,240096,3,3,1,331,Needs Attention
PB-18805,Patrick Bzostek,Home Office,West,25,3,263275,5,1,2,512,New / Promising
PB-19105,Peter Bühler,Consumer,Central,57,4,660514,3,2,3,323,Needs Attention
PB-19150,Philip Brown,Consumer,West,97,8,219099,3,4,1,341,Needs Attention
PB-19210,Phillip Breyer,Corporate,Central,687,2,69801,1,1,1,111,Lost / Hibernating
PC-18745,Pamela Coakley,Corporate,West,2,4,1663422,5,2,4,524,New / Promising
PC-19000,Pauline Chand,Home Office,West,881,2,1055440,1,1,3,113,Lost / Hibernating
PF-19120,Peter Fuller,Consumer,West,834,4,6026246,1,2,5,125,Lost / Hibernating
PF-19165,Philip Fox,Consumer,Central,196,6,206179,2,3,1,231,At-Risk
PF-19225,Phillip Flathmann,Consumer,West,114,5,836688,2,2,3,223,Lost / Hibernating
PG-18820,Patrick Gardner,Consumer,West,36,13,1284360,4,5,4,454,Champions
PG-18895,Paul Gonzalez,Consumer,Central,57,9,950076,3,5,3,353,Loyal
PH-18790,Patricia Hirasaki,Home Office,South,70,1,729648,3,1,3,313,Needs Attention
PJ-18835,Patrick Jones,Corporate,South,39,8,248495,4,4,2,442,Needs Attention
PJ-19015,Pauline Johnson,Consumer,West,134,6,180692,2,3,1,231,At-Risk
PK-18910,Paul Knutson,Home Office,East,483,2,395118,1,1,2,112,Lost / Hibernating
PK-19075,Pete Kriz,Consumer,Central,9,12,6393289,5,5,5,555,Champions
PL-18925,Paul Lucas,Home Office,Central,15,5,138978,5,2,1,521,New / Promising
PM-18940,Paul MacIntyre,Consumer,Central,386,3,407896,1,1,2,112,Lost / Hibernating
PM-19135,Peter McVee,Home Office,Central,51,4,2030056,4,2,5,425,New / Promising
PN-18775,Parhena Norris,Home Office,East,30,8,725723,4,4,3,443,Loyal
PO-18850,Patrick O'Brill,Consumer,East,4,11,12682247,5,5,5,555,Champions
PO-18865,Patrick O'Donnell,Consumer,Central,0,7,1087333,5,4,3,543,Loyal
PO-19180,Philisse Overcash,Home Office,Central,160,9,1893685,2,5,4,254,At-Risk High Value
PO-19195,Phillina Ober,Home Office,Central,86,5,743775,3,2,3,323,Needs Attention
PP-18955,Paul Prost,Home Office,South,97,10,1233273,3,5,4,354,Loyal
PR-18880,Patrick Ryan,Consumer,West,36,5,1410473,4,2,4,424,New / Promising
PS-18760,Pamela Stobb,Consumer,West,107,6,753566,2,3,3,233,At-Risk
PS-18970,Paul Stevenson,Home Office,Central,69,8,519165,3,4,2,342,Needs Attention
PS-19045,Penelope Sewall,Home Office,South,236,7,4011793,1,4,5,145,At-Risk High Value
PT-19090,Pete Takahito,Consumer,Central,71,3,153798,3,1,1,311,Needs Attention
PV-18985,Paul Van Hugh,Home Office,West,89,5,786354,3,3,3,333,Loyal
PW-19030,Pauline Webber,Corporate,South,46,10,473864,4,5,2,452,Needs Attention
PW-19240,Pierre Wener,Consumer,West,464,7,1120706,1,4,4,144,At-Risk High Value
QJ-19255,Quincy Jones,Corporate,Central,25,9,353072,5,5,2,552,Needs Attention
RA-19285,Ralph Arnett,Consumer,East,5,9,976891,5,5,3,553,Loyal
RA-19885,Ruben Ausman,Corporate,West,55,6,1168037,3,3,4,334,Loyal
RA-19915,Russell Applegate,Consumer,Central,12,9,3169358,5,5,5,555,Champions
RA-19945,Ryan Akin,Consumer,West,61,5,2817264,3,3,5,335,Loyal
RB-19330,Randy Bradley,Consumer,East,68,2,349063,3,1,2,312,Needs Attention
RB-19360,Raymond Buch,Consumer,East,96,6,1632000,3,3,4,334,Loyal
RB-19435,Richard Bierner,Consumer,Central,41,7,976963,4,4,3,443,Loyal
RB-19465,Rick Bensley,Home Office,Central,9,12,1371939,5,5,4,554,Champions
RB-19570,Rob Beeghly,Consumer,Central,25,5,316974,5,3,2,532,Needs Attention
RB-19645,Robert Barroso,Corporate,West,648,5,141110,1,3,1,131,At-Risk
RB-19705,Roger Barcio,Home Office,West,54,4,459411,3,2,2,322,Needs Attention
RB-19795,Ross Baird,Home Office,South,32,8,3096522,4,4,5,445,Champions
RC-19825,Roy Collins,Consumer,Central,369,6,727207,1,3,3,133,At-Risk
RC-19960,Ryan Crowe,Consumer,East,110,4,319482,2,2,2,222,Lost / Hibernating
RD-19480,Rick Duston,Consumer,West,72,8,1759176,3,4,4,344,Loyal
