Customer_ID,first_order,last_order,total_orders,total_revenue,avg_order_value,Customer_Name,Segment,Region,tenure_days,recency_days,orders_per_year
EB-13840,2015-05-30,2018-10-01,4,660446,165111.5,Ellis Ballard,Corporate,West,1220,90,1.2
EB-13870,2015-05-05,2018-09-21,10,1785796,178579.6,Emily Burns,Consumer,West,1235,100,2.96
EB-13930,2015-02-02,2018-07-22,5,584672,116934.4,Eric Barreto,Consumer,West,1266,161,1.44
EB-13975,2017-01-04,2018-12-30,4,1063043,265760.75,Erica Bern,Corporate,West,725,0,2.01
EB-14110,2016-04-13,2018-09-08,6,2261540,376923.3333333333,Eugene Barchas,Consumer,East,878,113,2.49
EB-14170,2015-09-29,2018-10-09,6,142191,23698.5,Evan Bailliet,Consumer,South,1106,82,1.98
EC-14050,2015-12-17,2018-11-07,5,51127,10225.4,Erin Creighton,Consumer,East,1056,53,1.73
ED-13885,2015-08-09,2018-08-17,8,2783487,347935.875,Emily Ducich,Home Office,West,1104,135,2.64
EG-13900,2016-11-02,2018-12-08,5,1237156,247431.2,Emily Grady,Consumer,East,766,22,2.38
EH-13765,2015-10-18,2018-08-17,10,1687353,168735.3,Edward Hooks,Corporate,East,1034,135,3.53
EH-13945,2015-07-02,2018-05-27,8,345348,43168.5,Eric Hoffmann,Consumer,West,1060,217,2.75
EH-13990,2015-01-15,2017-11-20,6,621902,103650.33333333333,Erica Hackney,Consumer,South,1040,405,2.11
EH-14005,2015-05-13,2018-12-28,7,628356,89765.14285714286,Erica Hernandez,Home Office,West,1325,2,1.93
EH-14125,2015-10-19,2018-07-31,10,2173473,217347.3,Eugene Hildebrand,Home Office,Central,1016,152,3.59
EH-14185,2015-05-22,2018-09-16,6,761047,126841.16666666667,Evan Henry,Consumer,South,1213,105,1.81
EJ-13720,2015-01-27,2018-03-03,4,800708,200177.0,Ed Jacobs,Consumer,West,1131,302,1.29
EJ-14155,2015-03-03,2018-11-03,5,1116980,223396.0,Eva Jacobs,Consumer,South,1341,57,1.36
EK-13795,2015-03-18,2018-11-16,4,148220,37055.0,Eileen Kiefer,Home Office,West,1339,44,1.09
EL-13735,2017-04-22,2018-10-14,2,12428,6214.0,Ed Ludwig,Home Office,East,540,77,1.35
EM-13810,2016-06-07,2018-08-20,5,2354025,470805.0,Eleni McCrary,Corporate,West,804,132,2.27
EM-13825,2015-12-02,2018-11-05,8,675840,84480.0,Elizabeth Moffitt,Corporate,Central,1069,55,2.73
EM-13960,2016-10-01,2018-08-01,5,191348,38269.6,Eric Murdock,Consumer,East,669,151,2.73
EM-14065,2015-07-22,2018-11-13,4,69555,17388.75,Erin Mull,Consumer,East,1210,47,1.21
EM-14095,2016-08-07,2018-09-08,4,442461,110615.25,Eudokia Martin,Corporate,West,762,113,1.92
EM-14140,2015-07-19,2018-11-12,6,1207874,201312.33333333334,Eugene Moren,Home Office,West,1212,48,1.81
EM-14200,2016-12-20,2018-07-25,3,315513,105171.0,Evan Minnotte,Home Office,South,582,158,1.88
EN-13780,2016-05-30,2018-03-18,4,356958,89239.5,Edward Nazzal,Consumer,East,657,287,2.22
EP-13915,2015-07-06,2018-12-18,17,11809730,694690.0,Emily Phan,Consumer,Central,1261,12,4.92
ER-13855,2016-12-21,2017-11-04,3,308159,102719.66666666667,Elpida Rittenbach,Corporate,Central,318,421,3.44
ES-14020,2015-09-20,2018-11-20,5,3265973,653194.6,Erica Smith,Consumer,West,1157,40,1.58
ES-14080,2015-10-02,2018-12-02,9,1059877,117764.11111111111,Erin Smith,Corporate,South,1157,28,2.84
FA-14230,2015-09-19,2018-09-24,7,1249754,178536.2857142857,Frank Atkinson,Corporate,West,1101,97,2.32
FC-14245,2016-06-13,2018-10-21,7,822836,117548.0,Frank Carlisle,Home Office,East,860,70,2.97
FC-14335,2015-10-10,2018-06-29,7,1483288,211898.2857142857,Fred Chung,Corporate,Central,993,184,2.57
FG-14260,2015-05-21,2018-11-26,7,571605,81657.85714285714,Frank Gastineau,Home Office,West,1285,34,1.99
FH-14275,2015-04-06,2018-11-23,10,2462329,246232.9,Frank Hawley,Corporate,Central,1327,37,2.75
FH-14350,2016-08-23,2018-06-01,4,401021,100255.25,Fred Harton,Consumer,West,647,212,2.26
FH-14365,2015-10-20,2018-12-25,8,923662,115457.75,Fred Hopkins,Corporate,East,1162,5,2.51
FM-14215,2015-03-11,2018-12-23,10,419560,41956.0,Filia McAdams,Corporate,East,1383,7,2.64
FM-14290,2015-08-26,2018-11-24,9,409600,45511.11111111111,Frank Merwin,Home Office,West,1186,36,2.77
FM-14380,2016-07-12,2018-08-07,9,1188719,132079.88888888888,Fred McMath,Consumer,West,756,145,4.35
FO-14305,2015-06-09,2018-11-22,10,1083872,108387.2,Frank Olsen,Consumer,East,1262,38,2.89
FP-14320,2015-12-07,2018-12-07,8,3329338,416167.25,Frank Preis,Consumer,West,1096,23,2.66
FW-14395,2016-03-22,2018-01-02,3,4051,1350.3333333333333,Fred Wasserman,Corporate,South,651,362,1.68
GA-14515,2016-04-17,2018-08-03,5,1143078,228615.6,George Ashbrook,Consumer,West,838,149,2.18
GA-14725,2015-02-11,2018-12-25,11,484783,44071.181818181816,Guy Armstrong,Consumer,East,1413,5,2.84
GB-14530,2015-04-28,2018-10-29,11,523234,47566.72727272727,George Bell,Corporate,East,1280,62,3.14
GB-14575,2016-06-12,2018-12-17,5,555039,111007.8,Giulietta Baptist,Consumer,East,918,13,1.99
GD-14590,2015-05-05,2018-12-25,4,756977,189244.25,Giulietta Dortch,Corporate,East,1330,5,1.1
GG-14650,2015-10-31,2018-11-17,9,1244674,138297.11111111112,Greg Guthrie,Corporate,South,1113,43,2.95
GH-14410,2015-07-09,2018-10-16,9,2371276,263475.1111111111,Gary Hansen,Home Office,West,1195,75,2.75
GH-14425,2015-06-17,2018-11-10,4,4030970,1007742.5,Gary Hwang,Consumer,West,1242,50,1.18
GH-14485,2016-10-08,2017-12-08,2,1123914,561957.0,Gene Hale,Corporate,Central,426,387,1.71
GH-14665,2016-11-17,2018-12-28,2,819788,409894.0,Greg Hansen,Consumer,Central,771,2,0.95
GK-14620,2015-06-25,2018-09-09,9,4000913,444545.8888888889,Grace Kelly,Corporate,West,1172,112,2.8
GM-14440,2015-03-21,2018-10-08,7,942148,134592.57142857142,Gary McGarr,Consumer,West,1297,83,1.97
GM-14455,2015-04-11,2018-12-14,6,1481142,246857.0,Gary Mitchum,Home Office,Central,1343,16,1.63
GM-14500,2015-08-09,2018-09-15,10,370046,37004.6,Gene McClure,Consumer,East,1133,106,3.22
GM-14680,2015-05-10,2018-07-31,6,960248,160041.33333333334,Greg Matthias,Consumer,West,1178,152,1.86
GM-14695,2015-04-05,2018-09-04,3,2039899,679966.3333333334,Greg Maxwell,Corporate,West,1248,117,0.88
GP-14740,2015-04-06,2016-11-26,2,14212,7106.0,Guy Phonely,Corporate,East,600,764,1.22
GR-14560,2015-11-19,2015-11-21,2,126413,63206.5,Georgia Rosenberg,Corporate,West,2,1135,365.0
GT-14635,2015-06-06,2018-11-04,3,1985108,661702.6666666666,Grant Thornton,Corporate,South,1247,56,0.88
GT-14710,2015-05-23,2018-11-24,11,3880500,352772.7272727273,Greg Tran,Consumer,Central,1281,36,3.13
GT-14755,2016-02-18,2018-11-26,4,132926,33231.5,Guy Thornton,Consumer,Central,1012,34,1.44
GW-14605,2015-03-01,2018-12-02,7,1325856,189408.0,Giulietta Weimer,Consumer,West,1372,28,1.86
GZ-14470,2015-08-05,2018-12-23,9,502817,55868.555555555555,Gary Zandusky,Consumer,Central,1236,7,2.66
GZ-14545,2015-09-28,2018-07-26,4,570256,142564.0,George Zrebassa,Corporate,East,1032,157,1.41
HA-14905,2015-06-30,2018-10-22,7,1309713,187101.85714285713,Helen Abelman,Consumer,East,1210,69,2.11
HA-14920,2015-10-11,2018-12-10,8,1456116,182014.5,Helen Andreada,Consumer,West,1156,20,2.53
HD-14785,2015-05-11,2016-11-22,3,64556,21518.666666666668,Harold Dahlen,Home Office,East,561,768,1.95
HE-14800,2017-01-30,2018-12-18,3,203636,67878.66666666667,Harold Engle,Corporate,Central,687,12,1.59
HF-14995,2015-05-26,2018-12-09,7,1476105,210872.14285714287,Herbert Flentye,Consumer,Central,1293,21,1.98
HG-14845,2015-04-29,2018-11-06,5,672876,134575.2,Harry Greene,Consumer,South,1287,54,1.42
HG-14965,2015-09-20,2018-12-07,12,481915,40159.583333333336,Henry Goldwyn,Corporate,West,1174,23,3.73
HG-15025,2015-10-14,2018-12-24,7,721454,103064.85714285714,Hunter Glantz,Consumer,Central,1167,6,2.19
HH-15010,2015-08-29,2018-10-19,2,40963,20481.5,Hilary Holden,Corporate,West,1147,72,0.64
HJ-14875,2016-04-13,2018-08-26,5,108683,21736.6,Heather Jas,Home Office,South,865,126,2.11
HK-14890,2015-06-10,2018-08-01,8,1055187,131898.375,Heather Kirkland,Corporate,South,1148,151,2.54
HL-15040,2015-01-20,2018-11-17,6,1297939,216323.16666666666,Hunter Lopez,Consumer,Central,1397,43,1.57
HM-14860,2015-07-21,2018-12-28,10,10803077,1080307.7,Harry Marie,Corporate,East,1256,2,2.91
HM-14980,2016-10-02,2018-04-27,4,157090,39272.5,Henry MacAllister,Consumer,East,572,247,2.55
HP-14815,2015-05-06,2018-11-30,7,368577,52653.857142857145,Harold Pawlan,Home Office,Central,1304,30,1.96
HR-14770,2015-03-01,2018-12-17,4,254716,63679.0,Hallie Redmond,Home Office,West,1387,13,1.05
HR-14830,2015-11-24,2018-07-24,7,1145669,163667.0,Harold Ryan,Corporate,West,973,159,2.63
HW-14935,2016-09-27,2018-09-04,7,1348615,192659.2857142857,Helen Wasserman,Corporate,West,707,117,3.61
HZ-14950,2017-03-14,2018-11-25,5,197192,39438.4,Henia Zydlo,Consumer,East,621,35,2.94
IG-15085,2015-10-18,2018-10-20,4,75667,18916.75,Ivan Gibson,Consumer,West,1098,71,1.33
IL-15100,2015-08-01,2018-08-10,7,645703,92243.28571428571,Ivan Liston,Consumer,West,1105,142,2.31
IM-15055,2015-01-23,2017-11-16,2,4840,2420.0,Ionia McGrath,Consumer,West,1028,409,0.71
IM-15070,2015-12-19,2017-12-05,7,1046056,149436.57142857142,Irene Maddox,Consumer,West,717,390,3.56
JA-15970,2015-09-17,2018-09-29,8,5892022,736502.75,Joseph Airdo,Consumer,West,1108,92,2.64
JB-15400,2015-09-14,2018-12-23,10,948881,94888.1,Jennifer Braxton,Corporate,Central,1196,7,3.05
JB-15925,2015-12-05,2016-12-24,3,675318,225106.0,Joni Blumstein,Consumer,East,385,736,2.84
JB-16000,2017-01-10,2018-11-17,7,3309431,472775.85714285716,Joy Bell-,Consumer,Central,676,43,3.78
JB-16045,2016-05-03,2018-12-23,5,324590,64918.0,Julia Barnett,Home Office,South,964,7,1.89
JC-15340,2015-01-28,2018-09-07,4,19261,4815.25,Jasper Cacioppo,Consumer,West,1318,114,1.11
JC-15385,2018-07-08,2018-07-08,1,121712,121712.0,Jenna Caffey,Consumer,West,0,175,
JC-15775,2015-09-14,2018-07-25,9,2135197,237244.11111111112,John Castell,Consumer,Central,1045,158,3.14
JC-16105,2015-11-18,2018-11-03,5,527412,105482.4,Julie Creighton,Corporate,South,1081,57,1.69
JD-15790,2016-04-02,2018-09-04,5,1935380,387076.0,John Dryer,Consumer,Central,885,117,2.06
JD-15895,2015-03-26,2017-12-01,11,1486355,135123.18181818182,Jonathan Doherty,Corporate,East,981,394,4.09
JD-16015,2015-10-04,2018-09-09,6,137930,22988.333333333332,Joy Daniels,Consumer,Central,1071,112,2.04
JD-16060,2015-09-24,2018-03-05,3,165828,55276.0,Julia Dunbar,Consumer,West,893,300,1.23
JD-16150,2015-11-16,2018-11-19,8,5833897,729237.125,Justin Deggeller,Corporate,Central,1099,41,2.66
JE-15475,2016-03-16,2018-06-20,6,235827,39304.5,Jeremy Ellison,Consumer,East,826,193,2.65
JE-15610,2015-10-14,2018-11-12,7,3194847,456406.71428571426,Jim Epp,Corporate,Central,1125,48,2.27
JE-15715,2015-08-25,2018-11-14,10,5503680,550368.0,Joe Elijah,Consumer,West,1177,46,3.1
JE-15745,2015-06-22,2018-11-09,13,2118507,162962.07692307694,Joel Eaton,Consumer,South,1236,51,3.84
JE-16165,2017-12-05,2018-12-10,3,288560,96186.66666666667,Justin Ellison,Corporate,Central,370,20,2.96
JF-15190,2015-11-15,2018-10-26,6,960508,160084.66666666666,Jamie Frazer,Consumer,West,1076,65,2.04
JF-15295,2015-03-14,2018-05-19,5,518210,103642.0,Jason Fortune-,Consumer,West,1162,225,1.57
JF-15355,2016-10-23,2018-09-16,6,1402642,233773.66666666666,Jay Fein,Consumer,Central,693,105,3.16
JF-15415,2015-08-22,2018-12-28,5,420692,84138.4,Jennifer Ferguson,Consumer,East,1224,2,1.49
JF-15490,2015-10-19,2018-08-31,10,637708,63770.8,Jeremy Farry,Consumer,West,1047,121,3.49
JF-15565,2015-10-11,2018-11-06,8,2387613,298451.625,Jill Fjeld,Consumer,Central,1122,54,2.6
JG-15115,2015-09-21,2016-12-03,3,652330,217443.33333333334,Jack Garza,Consumer,West,439,757,2.49
JG-15160,2015-05-30,2018-12-29,11,2280527,207320.63636363635,James Galang,Consumer,West,1309,1,3.07
JG-15310,2017-03-03,2018-12-28,6,757911,126318.5,Jason Gross,Corporate,East,665,2,3.29
JG-15805,2015-04-05,2018-05-21,6,239233,39872.166666666664,John Grady,Corporate,East,1142,223,1.92
JH-15430,2015-02-24,2018-12-25,4,168422,42105.5,Jennifer Halladay,Consumer,South,1400,5,1.04
JH-15820,2015-05-19,2018-07-09,6,243151,40525.166666666664,John Huston,Consumer,East,1147,174,1.91
JH-15910,2016-06-12,2018-11-19,7,669884,95697.71428571429,Jonathan Howell,Consumer,West,890,41,2.87
JH-15985,2015-08-09,2018-12-01,6,6612153,1102025.5,Joseph Holt,Consumer,Central,1210,29,1.81
JH-16180,2016-05-25,2017-11-21,4,2256394,564098.5,Justin Hirsh,Consumer,West,545,404,2.68
JJ-15445,2016-03-05,2017-09-03,5,105368,21073.6,Jennifer Jackson,Consumer,West,547,483,3.34
JJ-15760,2016-10-05,2016-12-08,2,15342,7671.0,Joel Jenkins,Home Office,South,64,752,11.41
JK-15205,2016-09-27,2018-10-30,4,692856,173214.0,Jamie Kunitz,Consumer,West,763,61,1.91
JK-15325,2015-11-21,2018-03-18,3,39850,13283.333333333334,Jason Klamczynski,Corporate,Central,848,287,1.29
JK-15370,2015-04-11,2018-11-16,7,1684109,240587.0,Jay Kimmel,Consumer,West,1315,44,1.94
JK-15625,2015-05-31,2018-10-30,7,1335707,190815.2857142857,Jim Karlsson,Consumer,West,1248,61,2.05
JK-15640,2015-09-19,2018-07-03,9,238483,26498.11111111111,Jim Kriz,Home Office,East,1018,180,3.23
JK-15730,2015-11-18,2018-10-07,9,1818098,202010.88888888888,Joe Kamberova,Consumer,South,1054,84,3.12
JK-16090,2016-04-21,2018-12-02,3,710006,236668.66666666666,Juliana Krohn,Consumer,Central,955,28,1.15
JK-16120,2015-11-02,2018-09-04,10,756185,75618.5,Julie Kriz,Home Office,Central,1037,117,3.52
JL-15130,2015-07-18,2018-12-22,6,1088416,181402.66666666666,Jack Lebron,Consumer,Central,1253,8,1.75
JL-15175,2015-12-31,2018-12-24,5,1442355,288471.0,James Lanier,Home Office,South,1089,6,1.68
JL-15235,2015-05-25,2018-09-02,5,1716494,343298.8,Janet Lee,Consumer,Central,1196,119,1.53
JL-15505,2015-11-14,2018-11-11,6,799611,133268.5,Jeremy Lonsdale,Consumer,East,1093,49,2.0
JL-15835,2015-04-18,2018-12-09,10,5735413,573541.3,John Lee,Consumer,West,1331,21,2.74
JL-15850,2015-07-22,2017-04-25,6,1309268,218211.33333333334,John Lucas,Consumer,East,643,614,3.41
JM-15250,2017-03-29,2018-11-23,6,1343759,223959.83333333334,Janet Martin,Consumer,South,604,37,3.63
JM-15265,2015-08-25,2018-11-23,5,333960,66792.0,Janet Molinari,Corporate,East,1186,37,1.54
JM-15535,2015-09-13,2018-09-19,7,614248,87749.71428571429,Jessica Myrick,Consumer,East,1102,102,2.32
JM-15580,2017-04-14,2018-12-30,5,213057,42611.4,Jill Matthias,Consumer,South,625,0,2.92
JM-15655,2015-04-08,2018-12-22,5,638732,127746.4,Jim Mitchum,Corporate,East,1354,8,1.35
JM-15865,2015-11-19,2018-09-12,7,1332429,190347.0,John Murray,Consumer,East,1028,109,2.49
JM-16195,2015-04-30,2018-11-03,10,322170,32217.0,Justin MacKendrick,Consumer,West,1283,57,2.84
JO-15145,2015-01-06,2018-11-03,9,1261044,140116.0,Jack O'Briant,Corporate,East,1397,57,2.35
JO-15280,2015-03-31,2018-09-29,6,635194,105865.66666666667,Jas O'Carroll,Consumer,West,1278,92,1.71
JO-15550,2016-03-19,2018-05-29,5,988121,197624.2,Jesus Ocampo,Home Office,East,801,215,2.28
JP-15460,2015-08-24,2018-11-23,7,308407,44058.142857142855,Jennifer Patt,Corporate,East,1187,37,2.15
JP-15520,2015-08-22,2018-12-22,7,1199843,171406.14285714287,Jeremy Pistek,Consumer,West,1218,8,2.1
JP-16135,2015-09-23,2018-09-19,9,647429,71936.55555555556,Julie Prescott,Home Office,South,1092,102,3.01
JR-15670,2016-12-24,2017-05-16,2,646718,323359.0,Jim Radford,Consumer,East,143,593,5.1
JR-15700,2018-10-23,2018-10-23,1,86388,86388.0,Jocasta Rupert,Consumer,South,0,68,
JR-16210,2016-09-18,2018-11-27,5,856033,171206.6,Justin Ritter,Corporate,East,800,33,2.28
JS-15595,2015-03-03,2018-09-02,4,197965,49491.25,Jill Stevenson,Corporate,West,1279,119,1.14
JS-15685,2017-06-14,2018-11-18,3,891241,297080.3333333333,Jim Sink,Corporate,West,522,42,2.1
JS-15880,2015-04-08,2017-07-14,5,730692,146138.4,John Stevenson,Consumer,West,828,534,2.2
JS-15940,2015-05-03,2017-09-23,5,414989,82997.8,Joni Sundaresam,Home Office,Central,874,463,2.09
JS-16030,2015-02-27,2018-12-02,6,889672,148278.66666666666,Joy Smith,Consumer,Central,1374,28,1.59
JW-15220,2016-04-30,2018-11-18,6,2330453,388408.8333333333,Jane Waco,Corporate,West,932,42,2.35
JW-15955,2016-08-16,2018-12-25,6,121077,20179.5,Joni Wasserman,Consumer,West,861,5,2.54
JW-16075,2016-03-21,2017-09-25,4,476531,119132.75,Julia West,Consumer,East,553,461,2.64
KA-16525,2015-03-11,2018-11-24,7,604035,86290.71428571429,Kelly Andreada,Consumer,West,1354,36,1.89
KB-16240,2015-03-31,2018-12-26,7,366890,52412.857142857145,Karen Bern,Corporate,West,1366,4,1.87
KB-16315,2015-08-26,2018-03-09,9,1251836,139092.88888888888,Karl Braun,Consumer,Central,926,296,3.55
KB-16405,2016-11-20,2018-09-04,3,337303,112434.33333333333,Katrina Bavinger,Home Office,West,653,117,1.68
KB-16585,2015-04-04,2018-05-14,12,1493274,124439.5,Ken Black,Corporate,Central,1136,230,3.86
KB-16600,2015-12-30,2018-12-29,7,90132,12876.0,Ken Brennan,Corporate,Central,1095,1,2.33
KC-16255,2015-09-08,2017-11-18,6,230702,38450.333333333336,Karen Carlisle,Corporate,West,802,407,2.73
KC-16540,2016-11-02,2018-09-24,4,485643,121410.75,Kelly Collister,Consumer,West,691,97,2.11
KC-16675,2015-12-13,2018-11-03,4,798245,199561.25,Kimberly Carter,Corporate,West,1056,57,1.38
KD-16270,2015-11-11,2017-09-02,5,2035440,407088.0,Karen Daniels,Consumer,South,661,484,2.76
KD-16345,2015-09-02,2018-11-19,6,966743,161123.83333333334,Katherine Ducich,Consumer,West,1174,41,1.87
KD-16495,2015-09-28,2018-09-09,12,1738372,144864.33333333334,Keith Dawkins,Corporate,East,1077,112,4.07
KD-16615,2017-04-30,2018-03-16,4,483735,120933.75,Ken Dana,Corporate,West,320,289,4.56
KE-16420,2015-06-08,2018-12-04,7,2602565,371795.0,Katrina Edelman,Corporate,South,1275,26,2.0
KF-16285,2015-09-26,2018-09-24,7,7169857,1024265.2857142857,Karen Ferguson,Home Office,West,1094,97,2.34
KH-16330,2015-04-01,2018-11-20,8,1741914,217739.25,Katharine Harms,Corporate,South,1329,40,2.2
KH-16360,2015-04-29,2018-12-29,6,1425379,237563.16666666666,Katherine Hughes,Consumer,East,1340,1,1.63
KH-16510,2015-08-15,2018-12-08,6,3843992,640665.3333333334,Keith Herrera,Consumer,West,1211,22,1.81
KH-16630,2015-11-01,2018-11-02,9,681351,75705.66666666667,Ken Heidel,Corporate,Central,1097,58,2.99
KH-16690,2015-03-21,2018-12-28,7,861258,123036.85714285714,Kristen Hastings,Corporate,West,1378,2,1.85
KL-16555,2015-06-15,2018-12-14,8,3512957,439119.625,Kelly Lampkin,Corporate,West,1278,16,2.28
KL-16645,2015-07-25,2018-11-13,12,3566569,297214.0833333333,Ken Lonsdale,Consumer,Central,1207,47,3.63
KM-16225,2016-07-06,2018-12-16,6,224114,37352.333333333336,Kalyca Meade,Corporate,East,893,14,2.45
KM-16375,2015-07-20,2018-11-04,8,2036476,254559.5,Katherine Murray,Home Office,South,1203,56,2.43
KM-16660,2015-12-22,2018-12-15,5,238132,47626.4,Khloe Miller,Consumer,South,1089,15,1.68
KM-16720,2015-03-30,2018-12-02,8,2602880,325360.0,Kunst Miller,Consumer,West,1343,28,2.17
KN-16390,2015-12-02,2018-12-11,8,1624425,203053.125,Katherine Nockton,Corporate,West,1105,19,2.64
KN-16450,2015-04-12,2018-11-08,5,1893376,378675.2,Kean Nguyen,Corporate,South,1306,52,1.4
KN-16705,2015-03-02,2018-09-23,7,324609,46372.71428571428,Kristina Nunn,Home Office,West,1301,98,1.96
KS-16300,2016-01-13,2018-03-10,3,79634,26544.666666666668,Karen Seio,Corporate,West,787,295,1.39
KT-16465,2015-09-08,2017-12-04,7,1488787,212683.85714285713,Kean Takahito,Consumer,West,818,391,3.12
KT-16480,2015-03-10,2018-09-21,10,3768075,376807.5,Kean Thornton,Consumer,East,1291,100,2.83
KW-16435,2016-08-24,2018-09-25,5,603625,120725.0,Katrina Willman,Consumer,East,762,96,2.4
KW-16570,2015-09-30,2016-11-20,4,95063,23765.75,Kelly Williams,Consumer,South,417,770,3.5
LA-16780,2015-04-29,2018-07-29,11,1917966,174360.54545454544,Laura Armstrong,Corporate,Central,1187,154,3.38
LB-16735,2017-07-25,2018-11-12,3,6808,2269.3333333333335,Larry Blacks,Consumer,Central,475,48,2.31
LB-16795,2015-04-23,2018-07-31,8,1670571,208821.375,Laurel Beltran,Home Office,Central,1195,152,2.44
LC-16870,2016-05-03,2018-12-03,8,995246,124405.75,Lena Cacioppo,Consumer,West,944,27,3.09
LC-16885,2015-04-25,2018-12-14,12,6519703,543308.5833333334,Lena Creighton,Consumer,West,1329,16,3.3
LC-16930,2015-02-20,2018-11-19,8,2037827,254728.375,Linda Cazamias,Corporate,Central,1368,41,2.13
LC-16960,2016-02-23,2017-10-20,4,3130571,782642.75,Lindsay Castell,Home Office,South,605,436,2.41
LC-17050,2015-01-31,2018-11-06,5,941624,188324.8,Liz Carlisle,Consumer,West,1375,54,1.33
LC-17140,2015-09-09,2018-12-17,9,642449,71383.22222222222,Logan Currie,Consumer,Central,1195,13,2.75
LD-16855,2017-06-26,2017-06-26,1,5304,5304.0,Lela Donovan,Corporate,Central,0,552,
LD-17005,2015-09-29,2017-11-11,4,246318,61579.5,Lisa DeCherney,Consumer,West,774,414,1.89
LE-16810,2015-05-27,2018-12-09,6,729875,121645.83333333333,Laurel Elliston,Consumer,West,1292,21,1.7
LF-17185,2015-07-26,2018-12-08,7,3095669,442238.4285714286,Luke Foster,Consumer,South,1231,22,2.08
LH-16750,2015-09-21,2018-08-01,3,36749,12249.666666666666,Larry Hughes,Consumer,South,1045,151,1.05
LH-16900,2015-08-19,2018-12-09,9,723410,80378.88888888889,Lena Hernandez,Consumer,East,1208,21,2.72
LH-17020,2015-09-08,2018-05-05,4,264662,66165.5,Lisa Hazard,Consumer,East,970,239,1.51
LH-17155,2015-12-12,2017-12-10,9,745180,82797.77777777778,Logan Haushalter,Consumer,West,729,385,4.51
LL-16840,2015-04-29,2018-04-25,5,311465,62293.0,Lauren Leatherbury,Consumer,East,1092,249,1.67
LM-17065,2015-06-27,2017-12-04,5,703193,140638.6,Liz MacKendrick,Consumer,East,891,391,2.05
LO-17170,2016-02-06,2018-12-28,5,170950,34190.0,Lori Olson,Corporate,West,1056,2,1.73
LP-17080,2015-06-24,2018-11-20,4,609141,152285.25,Liz Pelletier,Consumer,West,1245,40,1.17
LP-17095,2017-09-08,2018-12-21,6,2321511,386918.5,Liz Preis,Consumer,South,469,9,4.67
LR-16915,2015-08-08,2018-12-04,6,3503335,583889.1666666666,Lena Radford,Consumer,West,1214,26,1.8
LR-17035,2015-09-07,2018-08-20,5,1403170,280634.0,Lisa Ryan,Corporate,East,1078,132,1.69
LS-16945,2016-04-25,2018-07-05,6,2450044,408340.6666666667,Linda Southworth,Corporate,East,801,178,2.73
LS-16975,2015-10-20,2018-12-10,9,809504,89944.88888888889,Lindsay Shagiari,Home Office,West,1147,20,2.86
LS-17200,2015-10-18,2018-09-25,6,192003,32000.5,Luke Schmidt,Corporate,Central,1073,96,2.04
LS-17230,2015-01-06,2016-11-14,3,264894,88298.0,Lycoris Saunders,Consumer,East,678,776,1.62
LS-17245,2015-10-16,2018-11-26,6,328681,54780.166666666664,Lynn Smith,Consumer,Central,1137,34,1.93
LT-16765,2015-09-01,2018-12-04,3,281330,93776.66666666667,Larry Tron,Consumer,West,1190,26,0.92
LT-17110,2015-06-01,2018-11-26,8,1889714,236214.25,Liz Thompson,Consumer,West,1274,34,2.29
LW-16825,2015-05-30,2018-10-03,5,271561,54312.2,Laurel Workman,Corporate,South,1222,88,1.49
LW-16990,2017-05-05,2018-11-27,6,981982,163663.66666666666,Lindsay Williams,Corporate,West,571,33,3.84
LW-17125,2015-09-11,2018-06-08,3,57792,19264.0,Liz Willingham,Consumer,East,1001,205,1.09
LW-17215,2015-09-12,2018-12-09,7,4237518,605359.7142857143,Luke Weiss,Consumer,West,1184,21,2.16
MA-17560,2015-08-08,2018-10-27,11,2344937,213176.0909090909,Matt Abelman,Home Office,Central,1176,64,3.41
MA-17995,2015-09-20,2018-06-27,6,1837756,306292.6666666667,Michelle Arnett,Home Office,East,1011,186,2.17
MB-17305,2015-08-08,2018-11-12,10,1089090,108909.0,Maria Bertelson,Consumer,East,1192,48,3.06
MB-18085,2015-01-05,2018-11-16,7,1035885,147983.57142857142,Mick Brown,Consumer,East,1411,44,1.81
MC-17275,2015-09-08,2018-10-15,8,454040,56755.0,Marc Crier,Consumer,South,1133,76,2.58
MC-17425,2015-05-30,2017-11-26,5,798829,159765.8,Mark Cousins,Corporate,South,911,399,2.0
MC-17575,2015-12-02,2018-12-03,8,722781,90347.625,Matt Collins,Consumer,East,1097,27,2.66
MC-17590,2015-05-20,2018-11-09,6,1364832,227472.0,Matt Collister,Corporate,East,1269,51,1.73
MC-17605,2015-03-19,2018-09-09,8,1471619,183952.375,Matt Connell,Corporate,Central,1270,112,2.3
MC-17635,2015-11-28,2018-06-24,4,281578,70394.5,Matthew Clasen,Corporate,Central,939,189,1.55
MC-17845,2015-07-05,2018-12-29,7,937756,133965.14285714287,Michael Chen,Consumer,South,1273,1,2.01
MC-18100,2015-06-18,2018-11-19,10,470334,47033.4,Mick Crebagga,Consumer,Central,1250,41,2.92
MC-18130,2015-09-19,2017-12-26,5,1373135,274627.0,Mike Caudle,Corporate,South,829,369,2.2
MD-17350,2015-11-05,2018-09-04,6,2541758,423626.3333333333,Maribeth Dona,Consumer,South,1034,117,2.12
MD-17860,2015-12-02,2018-11-24,5,160883,32176.6,Michael Dominguez,Corporate,Central,1088,36,1.68
